2014,1,,中国工商银行/ICBC,中国大陆,1487,427,31249,2156
2014,2,,中国建设银行/China Construction Bank,中国大陆,1213,342,24495,1744
2014,3,,中国农业银行/Agricultural Bank of China,中国大陆,1364,270,24054,1411
2014,4,,摩根大通/JPMorgan Chase,美国,1057,173,24353,2297
2014,5,,伯克希尔哈撒韦/Berkshire Hathaway,美国,1788,195,4934,3091
2014,6,,埃克森美孚/Exxon Mobil,美国,3940,326,3468,4223
2014,7,,通用电气/General Electric,美国,1433,148,6566,2596
2014,8,,富国银行/Wells Fargo,美国,887,219,15430,2614
2014,9,,中国银行/Bank of China,中国大陆,1051,255,22918,1242
2014,10,,中国石油/PetroChina,中国大陆,3285,211,3869,2020
2014,11,,皇家荷兰壳牌集团/Royal Dutch Shell,荷兰,4514,164,3575,2341
2014,12,,丰田汽车/Toyota Motor,日本,2556,188,3855,1935
2014,13,,美国银行/Bank of America,美国,1015,114,21138,1833
2014,14,,汇丰控股/HSBC Holdings,英国,796,163,26713,1926
2014,15,,苹果/Apple,美国,1738,370,2252,4831
2014,16,,花旗银行/Citigroup,美国,941,134,18834,1451
2014,17,,英国石油/BP,英国,3792,236,3057,1488
2014,18,,雪佛龙/Chevron,美国,2118,214,2538,2272
2014,19,,大众集团/Volkswagen Group,德国,2615,120,4469,1190
2014,20,,沃尔玛/Wal-Mart Stores,美国,4765,160,2048,2479
2014,21,,俄罗斯天然气公司/Gazprom,俄罗斯,1646,390,3972,888
2014,22,,三星电子/Samsung Electronics,韩国,2089,272,2028,1865
2014,23,,美国电报电话公司/AT&T,美国,1288,182,2778,1827
2014,24,,法国巴黎银行/BNP Paribas,法国,1232,64,24805,986
2014,25,,道达尔/Total,法国,2279,112,2391,1498
2014,26,,威瑞森通信/Verizon Communications,美国,1206,115,2741,1977
2014,27,,安联保险/Allianz,德国,1314,80,9631,772
2014,28,,中国移动/China Mobile,中国香港,1025,198,1928,1846
2014,29,,中国石化/Sinopec-China Petroleum,中国大陆,4453,109,2284,947
2014,30,,巴西石油股份有限公司/Petrobras,巴西,1412,109,3192,868
2014,31,,戴姆勒公司/Daimler,德国,1566,91,2322,1029
2014,32,,微软/Microsoft,美国,833,228,1535,3438
2014,33,,安盛集团/AXA Group,法国,1389,60,10189,634
2014,34,,俄罗斯石油公司/Rosneft,俄罗斯,1426,128,2294,700
2014,35,,国际商用机器公司/IBM,美国,998,165,1262,2025
2014,36,,雀巢公司/Nestle,瑞士,994,108,1354,2396
2014,37,,三菱日联金融集团/Mitsubishi UFJ Financial,日本,486,113,24589,777
2014,38,,沃达丰/Vodafone,英国,651,318,2356,969
2014,39,,埃尼集团/Eni,意大利,1527,69,1866,909
2014,40,,宝洁/Procter & Gamble,美国,847,109,1429,2178
2014,41,,强生/Johnson & Johnson,美国,713,138,1327,2770
2014,42,,美国国际集团/American International Group,美国,681,91,5407,732
2014,43,,桑坦德银行/Banco Santander,西班牙,525,58,15373,1123
2014,44,,必和必拓/BHP Billiton,澳大利亚,677,148,1510,1823
2014,45,,辉瑞制药/Pfizer,美国,527,220,1721,2039
2014,46,,伊塔乌联合银行控股公司/Itaú Unibanco Holding,巴西,672,76,4354,749
2014,47,,福特汽车/Ford Motor,美国,1469,72,2020,645
2014,48,,宝马集团/BMW Group,德国,1010,71,1907,834
2014,49,,联邦银行/Commonwealth Bank,澳大利亚,415,79,6999,1145
2014,50,,法国电力公司/EDF,法国,1004,45,3539,758
2014,51,,挪威国家石油公司/Statoil,挪威,1052,68,1460,892
2014,52,,谷歌/Google,美国,597,122,1109,3825
2014,53,,西门子/Siemens,德国,997,60,1401,1142
2014,54,,诺华/Novartis,瑞士,579,92,1263,2274
2014,55,,加拿大皇家银行/Royal Bank of Canada,加拿大,378,80,8114,957
2014,56,,三井住友金融集团/Sumitomo Mitsui Financial,日本,462,97,14947,586
2014,57,,康卡斯特/Comcast,美国,647,68,1588,1300
2014,58,,西伯利亚银行/Sberbank,俄罗斯,565,114,5542,515
2014,59,,高盛集团/Goldman Sachs Group,美国,395,80,9115,751
2014,60,,西太平洋银行集团/Westpac Banking Group,澳大利亚,384,68,6514,990
2014,61,,日本电报电话公司/Nippon Telegraph & Tel,日本,1107,57,1893,610
2014,62,,平安保险集团/Ping An Insurance Group,中国大陆,590,46,5528,661
2014,63,,布拉德斯科银行/Banco Bradesco,巴西,741,56,3849,585
2014,64,,百威英博/Anheuser-Busch InBev,比利时,432,145,1417,1712
2014,65,,中国交通银行/Bank of Communications,中国大陆,466,101,9422,487
2014,66,,中国人寿/China Life Insurance,中国大陆,684,40,3272,798
2014,67,,通用汽车/General Motors,美国,1554,53,1663,546
2014,68,,西班牙电信集团/Telefónica,西班牙,758,61,1638,718
2014,69,,美国大都会人寿保险/MetLife,美国,710,34,8853,600
2014,70,,本田汽车/Honda Motor,日本,1177,49,1479,630
2014,71,,意大利国家电力公司/Enel,意大利,1063,43,2262,532
2014,72,,巴斯夫/BASF,德国,982,64,887,1023
2014,73,,软银集团/Softbank,日本,556,58,1566,912
2014,74,,澳大利亚国民银行/National Australia Bank,澳大利亚,369,54,7559,753
2014,75,,澳新银行/ANZ,澳大利亚,340,62,6597,839
2014,76,,康菲石油公司/ConocoPhillips,美国,556,92,1181,863
2014,76,,多伦多道明银行集团/TD Bank Group,加拿大,313,66,8152,862
2014,78,,英特尔/Intel,美国,527,96,924,1292
2014,79,,瑞银集团/UBS,瑞士,397,34,11355,810
2014,80,,惠普/Hewlett-Packard,美国,1121,53,1050,630
2014,81,,可口可乐/Coca-Cola,美国,463,85,913,1687
2014,82,,思科系统/Cisco Systems,美国,479,82,984,1190
2014,83,,卢克石油/LukOil,俄罗斯,1192,78,1094,477
2014,84,,波音公司/Boeing,美国,866,46,927,953
2014,85,,联合健康集团/UnitedHealth Group,美国,1225,56,819,810
2014,86,,苏黎世保险集团/Zurich Insurance Group,瑞士,719,40,3971,458
2014,87,,现代汽车/Hyundai Motor,韩国,798,78,1264,497
2014,88,,赛诺菲集团/Sanofi,法国,437,49,1324,1371
2014,89,,法国农业信贷银行/Credit Agricole,法国,653,33,21177,410
2014,90,,罗氏控股/Roche Holding,瑞士,505,120,699,2537
2014,90,,联合技术公司/United Technologies,美国,627,57,906,1081
2014,92,,慕尼黑再保险/Munich Re,德国,880,44,3431,389
2014,93,,百事可乐/PepsiCo,美国,664,67,775,1262
2014,94,,甲骨文/Oracle,美国,379,111,866,1850
2014,95,,丰业银行/Bank of Nova Scotia,加拿大,277,63,7021,712
2014,96,,希维斯保健标志/CVS Caremark,美国,1268,46,715,878
2014,97,,荷兰国际集团/ING Group,荷兰,345,44,14887,561
2014,98,,沙特基础工业公司/Saudi Basic Industries,沙特阿拉伯,504,67,904,944
2014,99,,默克公司（美国和加拿大以外地区称为默沙东）/Merck & Co,美国,441,44,1056,1658
2014,100,,迪士尼/Walt Disney,美国,460,66,832,1429
2014,101,,瑞穗金融集团/Mizuho Financial,日本,285,75,17916,487
2014,102,,中国招商银行/China Merchants Bank,中国大陆,322,81,6347,452
2014,103,,法国兴业银行/Société Générale,法国,456,29,17021,500
2014,104,,美国运通/American Express,美国,349,53,1559,969
2014,104,,巴西银行/Banco do Brasil,巴西,686,73,5527,283
2014,106,,摩根士丹利/Morgan Stanley,美国,408,28,8327,617
2014,107,,保诚集团/Prudential,英国,819,21,5285,561
2014,108,,中海油/CNOOC,中国香港,430,106,1027,672
2014,109,,力拓/Rio Tinto,英国,512,37,1110,1038
2014,110,,联合利华/Unilever,荷兰,661,64,627,1245
2014,111,,日产汽车/Nissan Motor,日本,1040,39,1372,402
2014,112,,瑞士信贷集团/Credit Suisse Group,瑞士,395,28,9812,523
2014,113,,德国意昂集团/E.ON,德国,1626,28,1801,376
2014,114,,忠利集团/Generali Group,意大利,1005,25,6028,345
2014,115,,墨西哥美洲电信公司/América Móvil,墨西哥,616,58,790,709
2014,116,,葛兰素史克/GlaxoSmithKline,英国,414,85,697,1288
2014,117,,斯伦贝谢/Schlumberger,美国,454,67,671,1280
2014,118,,西班牙毕尔巴鄂比斯开银行/BBVA-Banco Bilbao Vizcaya,西班牙,282,30,8028,710
2014,119,,北欧联合银行/Nordea Bank,瑞典,256,41,8687,580
2014,120,,拜耳/Bayer,德国,533,42,707,1113
2014,121,,民生银行/China Minsheng Banking,中国大陆,341,68,5412,336
2014,122,,卡特彼勒/Caterpillar,美国,557,38,849,637
2014,123,,渣打银行/Standard Chartered,英国,256,41,6744,511
2014,124,,中国神华/China Shenhua Energy,中国大陆,428,72,804,576
2014,125,,美国合众银行/US Bancorp,美国,202,58,3640,782
2014,126,,三菱集团/Mitsubishi Corp,日本,748,44,1465,305
2014,127,,陶氏化学/Dow Chemical,美国,571,48,695,601
2014,128,,哥伦比亚国家石油公司/Ecopetrol,哥伦比亚,377,70,685,836
2014,129,,兴业银行/Industrial Bank,中国大陆,327,67,5935,288
2014,130,,浦发银行/Shanghai Pudong Development,中国大陆,317,67,6079,292
2014,131,,欧洲宇航防务集团/EADS,法国,787,19,1286,569
2014,132,,瑞士再保险公司/Swiss Re,瑞士,368,44,2052,347
2014,133,,伊维尔德罗拉/Iberdrola,西班牙,436,34,1273,441
2014,134,,中信银行/China Citic Bank,中国大陆,278,57,5556,325
2014,135,,信实工业/Reliance Industries,印度,728,38,672,509
2014,136,,和记黄埔/Hutchison Whampoa,中国香港,330,40,1052,578
2014,137,,家得宝/Home Depot,美国,788,54,405,1097
2014,138,,日立/Hitachi,日本,957,26,1047,362
2014,139,,鸿海精密集团/Hon Hai Precision,中国台湾,1272,34,682,373
2014,140,,菲利普斯66/Phillips 66,美国,1579,37,510,468
2014,141,,第一金融/Capital One Financial,美国,242,41,2985,440
2014,142,,穆勒-马士基集团/M?ller-Maersk,丹麦,474,36,745,517
2014,143,,英杰华集团/Aviva,英国,538,31,4499,241
2014,144,,法国电信/France Telecom,法国,544,25,1183,390
2014,145,,德国电信/Deutsche Telekom,德国,798,12,1628,712
2014,146,,蒙特利尔银行/Bank of Montreal,加拿大,201,40,5316,433
2014,147,,万喜/VINCI,法国,541,26,869,442
2014,148,,亿滋国际/Mondelēz International,美国,353,39,726,592
2014,149,,森科能源公司/Suncor Energy,加拿大,384,38,737,515
2014,150,,中国电信/China Telecom,中国大陆,523,29,897,374
2014,151,,西方石油/Occidental Petroleum,美国,244,59,709,750
2014,152,,"二十一世纪福克斯公司/Twenty-First Century Fox, Inc.",美国,320,49,533,746
2014,153,,三井物产/Mitsui & Co,日本,581,36,1067,256
2014,154,,高通/Qualcomm,美国,255,68,463,1355
2014,155,,印度国家银行/State Bank of India,印度,371,33,3768,236
2014,156,,时代华纳/Time Warner,美国,298,36,699,589
2014,157,,菲利浦·莫里斯国际公司/Philip Morris International,美国,309,86,382,1303
2014,158,,ES药品福利管理/Express Scripts,美国,1042,18,535,590
2014,159,,霍尼韦尔国际/Honeywell International,美国,391,39,454,729
2014,160,,巴克莱银行/Barclays,英国,550,8,21734,646
2014,161,,联合包裹/United Parcel Service,美国,555,44,362,896
2014,162,,PNC金融服务集团/PNC Financial Services,美国,165,42,3241,466
2014,163,,德国邮政集团/Deutsche Post,德国,731,28,489,454
2014,164,,友邦保险集团/AIA Group,中国香港,207,28,1452,580
2014,165,,杜克能源/Duke Energy,美国,246,27,1148,499
2014,166,,达美航空/Delta Air Lines,美国,377,105,594,304
2014,167,,德意志银行/Deutsche Bank,德国,611,9,22204,465
2014,168,,英国国家电网/National Grid,英国,234,39,839,496
2014,169,,ABB集团/ABB,瑞士,418,28,484,600
2014,170,,安进/Amgen,美国,187,51,661,952
2014,171,,杜邦/EI du Pont de Nemours,美国,359,29,515,621
2014,172,,欧莱雅集团/L'Oréal Group,法国,305,39,431,987
2014,173,,英美烟草公司/British American Tobacco,英国,239,61,445,1043
2014,173,,宏利金融集团/Manulife Financial,加拿大,176,30,4670,360
2014,175,,上汽集团/SAIC Motor,中国大陆,883,40,564,247
2014,176,,印度油气/Oil & Natural Gas,印度,296,45,538,464
2014,177,,沃尔格林/Walgreen,美国,742,27,371,628
2014,178,,KDDI株式会社/KDDI,日本,423,34,461,469
2014,179,,瓦莱罗能源公司/Valero Energy,美国,1381,27,473,296
2014,180,,PTT PCL/PTT PCL,泰国,925,31,548,267
2014,181,,旅行者保险/Travelers Cos,美国,262,36,1056,297
2014,182,,加拿大帝国商业银行/Canadian Imperial Bank,加拿大,167,36,3596,344
2014,183,,阿斯利康/AstraZeneca,英国,257,26,559,823
2014,184,,迪尔公司/Deere & Co,美国,380,36,577,338
2014,185,,联合太平洋/Union Pacific,美国,220,44,497,858
