年份,排名(Rank),公司名称(Company),所在国家或地区(Country),所在行业(Industry),销售收入(Sales),利润(Profits),总资产(Assets),市值(Market Vaue)
2007,288,Grupo Ferrovial /法罗里奥集团,西班牙(SP),建筑,16.30,1.88,71.01,13.88
2007,289,Google,美国(US),软件和服务,10.60,3.08,18.47,137.60
2007,289,Medtronic /美敦里,美国(US),健康关怀设备和服务,12.09,2.73,19.57,57.97
2007,291,Halliburton /哈里伯顿,美国(US),炼油,22.58,2.35,16.82,31.09
2007,292,CRH /西路控股,爱尔兰(IR),建筑,24.72,1.60,23.56,22.62
2007,293,BB&T,美国(US),银行,9.41,1.53,121.35,23.01
2007,293,Schneider Electric /施奈德电气,法国(FR),重要物品,18.11,1.73,24.09,26.50
2007,295,Federated Dept Strs /联合百货,美国(US),零售,26.97,1.00,29.55,23.46
2007,296,FPL Group /佛罗里达电力照明,美国(US),公用事业,15.71,1.28,35.99,23.97
2007,297,BCE /加拿大贝尔,加拿大(CA),电信运营商,15.22,1.72,31.75,21.26
2007,298,Banca MPS /意大利西雅纳银行,意大利(IT),银行,13.04,0.93,180.71,19.34
2007,299,Seven & I Holdings /Seven&I控股,日本(JA),食品市场,33.62,0.76,29.32,30.58
2007,300,Power Corp of Canada /加拿大鲍尔公司,加拿大(CA),综合金融,22.88,0.91,96.75,14.88
2007,301,SK Corp/SK能源,韩国(KO),炼油,47.61,1.61,42.17,10.93
2007,302,TXU/德州公用事业,美国(US),公用事业,10.86,2.55,25.92,30.40
2007,303,Raytheon /雷神公司,美国(US),航空和国防,20.29,1.28,25.49,23.89
2007,304,Costco Wholesale /好市多量贩,美国(US),零售,62.42,1.08,18.42,25.28
2007,305,Capitalia /卡普达利,意大利(IT),银行,9.43,1.22,155.87,22.26
2007,306,Texas Instruments/德州仪器,美国(US),半导体,14.26,4.34,13.93,44.89
2007,307,Toshiba /东芝,日本(JA),技术硬件和装备,53.98,0.67,38.21,20.29
2007,308,Bank of Communications/中国交通银行,中国大陆(CN),银行,6.64,1.15,176.27,46.14
2007,309,Metro AG /麦德龙,德国(GE),食品市场,65.87,0.63,32.69,22.57
2007,310,Taiwan Semiconductor/台积电,中国台湾(TA),半导体,9.74,3.90,18.02,54.32
2007,311,Regions Financial /地区金融,美国(US),银行,7.76,1.35,143.37,26.15
2007,312,SABMiller /南非米勒酿酒,英国(UK),食品、饮料和烟草,12.38,1.44,26.50,33.17
2007,313,Lincoln National /林肯国民,美国(US),保险,9.06,1.32,178.49,18.93
2007,314,Anheuser-Busch Cos /安豪泽-布施啤酒,美国(US),食品、饮料和烟草,15.72,1.97,16.38,37.70
2007,315,Kroger /克罗杰,美国(US),食品市场,66.11,1.11,21.21,18.15
2007,316,Standard Bank Group/标准银行集团,南非(SA),银行,9.20,1.37,119.14,18.78
2007,317,Hess/阿美拉达赫斯能源,美国(US),炼油,28.72,1.92,22.32,14.89
2007,318,Genworth Financial/Genworth金融,美国(US),保险,11.03,1.32,107.85,15.98
2007,319,State Street/道富银行,美国(US),综合金融,9.53,1.11,107.35,21.87
2007,320,Itochu/伊藤忠,日本(JA),贸易公司,18.88,1.24,40.42,15.23
2007,321,Areva Group /爱瑞华集团,法国(FR),材料,11.97,1.24,28.31,31.70
2007,321,Central Japan Railway /日本中部铁路,日本(JA),运输,12.49,1.04,43.92,23.60
2007,323,Suncor Energy /森科能源公司,加拿大(CA),炼油,13.60,2.55,16.13,32.53
2007,324,Nippon Oil /日本石油株式会社,日本(JA),炼油,43.62,1.42,35.84,10.67
2007,324,Swedbank /瑞典银行,瑞典(SW),银行,8.03,1.59,197.63,17.66
2007,326,Holcim /霍尔希姆,瑞士(SZ),建筑,14.02,1.17,28.80,25.03
2007,326,State Bank of India Group印度国家银行集团,印度(IN),银行,13.66,1.24,156.37,12.35
2007,328,Mitsubishi Electric /三菱电机,日本(JA),重要物品,30.67,0.81,26.48,21.47
2007,329,Cadbury Schweppes /吉百利史威士,英国(UK),食品、饮料和烟草,14.53,2.29,19.69,22.40
2007,330,Itaúsa/艾陶舍投资控股,巴西(BR),银行,13.87,0.98,66.36,17.18
2007,331,Westfield Group,澳大利亚(SA),综合金融,6.18,4.40,38.49,30.42
2007,332,McKesson /麦克森,美国(US),健康关怀设备和服务,91.60,0.88,22.49,16.46
2007,333,FirstRand/第一兰德,南非(SA),银行,10.72,1.27,80.74,17.06
2007,334,Erste Bank /厄斯特银行,奥地利(AS),银行,9.21,0.84,180.16,22.92
2007,335,Kimberly-Clark/金伯利,美国(US),家庭和个人的产品,16.75,1.50,17.07,31.04
2007,336,Automatic Data/自动化数据处理,美国(US),商业服务和供应,9.43,1.63,31.61,27.38
2007,337,Johnson Controls/江森自控,美国(US),耐用消费品,32.92,1.03,22.20,18.41
2007,338,Fifth Third Bancorp /三五银行,美国(US),银行,8.11,1.18,100.67,22.41
2007,339,Aire Liquide Group/爱乐力,法国(FR),化学制品,14.44,1.32,21.50,27.76
2007,340,Canadian Natural Res /加拿大天然资源,加拿大(CA),炼油,8.93,2.17,28.49,26.92
2007,341,Hon Hai Precision Ind /鸿海精密,中国台湾(TA),技术硬件和装备,27.78,1.24,13.99,34.83
2007,342,Svenska Handelsbanken /瑞典商业银行,瑞典(SW),银行,7.62,1.43,198.64,18.21
2007,343,EnBW-Energie Baden /EnBw能源,德国(GE),公用事业,17.44,1.32,29.64,16.04
2007,343,Natixis,法国(FR),银行,15.22,0.82,198.43,13.26
2007,345,Cigna/信诺,美国(US),健康关怀设备和服务,16.55,1.16,42.40,14.62
2007,346,EDP-Energias de Portugal /葡萄牙电力,葡萄牙(PO),公用事业,12.98,1.18,32.28,19.96
2007,347,Orix /欧力士,日本(JA),综合金融,7.51,1.42,61.46,24.87
2007,348,Best Buy /百思买,美国(US),零售,33.73,1.26,15.39,22.40
2007,349,Principal Financial /信安金融,美国(US),综合金融,9.87,1.06,143.70,16.34
2007,350,Christian Dior /迪奥,法国(FR),家庭和个人的产品,17.21,0.73,37.35,21.48
2007,350,SLM /学生贷款营销协会,美国(US),综合金融,8.75,1.16,116.14,17.51
2007,352,Viacom /维亚康姆,美国(US),媒体,11.47,1.59,21.80,27.30
2007,353,Mitsui Sumitomo Ins /三井-住友保险,日本(JA),保险,17.78,0.61,73.07,17.72
2007,354,PTT Public Company /泰国PTT油气,泰国(TH),炼油,22.63,2.08,15.77,17.18
2007,355,Sumitomo Metal Inds /住友金属工业,日本(JA),材料,13.21,1.88,17.91,23.42
2007,356,FirstEnergy/第一能源,美国(US),公用事业,11.50,1.25,31.20,19.97
2007,357,SAP,德国(GE),软件和服务,12.40,2.46,12.44,58.26
2007,358,DBS Group /新加坡发展银行,新加坡(SI),银行,6.29,1.48,128.65,21.25
2007,359,Scottish Power /苏格兰电力,英国(UK),公用事业,9.47,2.68,22.11,22.32
2007,360,Singapore Telecom /新加坡电信,新加坡(SI),电信运营商,8.13,2.58,20.11,33.06
2007,361,Air France-KLM Group/法国航空-皇家荷兰航空集团,法国(FR),运输,26.00,1.11,32.09,11.67
2007,362,International Paper /国际纸业,美国(US),材料,22.00,1.05,24.03,16.37
2007,363,American Electric /美国电力,美国(US),公用事业,12.62,1.00,37.99,17.76
2007,364,Petro-Canada /加拿大石油,加拿大(CA),炼油,16.25,1.49,19.46,18.35
2007,365,Entergy /安特吉,美国(US),公用事业,10.93,1.16,30.56,20.63
2007,366,Baoshan Iron & Steel /上海宝钢集团,中国大陆(CN),材料,15.63,1.57,17.59,21.42
2007,366,XL Capital /XL金融,百慕大(BU),保险,9.83,1.76,59.31,12.82
2007,368,Rolls-Royce Group/劳斯莱斯,英国(UK),航空和国防,14.00,1.95,20.03,17.36
2007,369,DnB NOR/挪威DnB NOR银行,挪威(NO),综合金融,6.40,1.50,160.03,18.02
2007,370,United Overseas Bank /大华银行,新加坡(SI),银行,5.93,1.68,105.16,20.51
2007,371,Hitachi /日立,日本(JA),技术硬件和装备,80.55,0.32,82.51,23.37
2007,372,Apache /阿帕奇,美国(US),炼油,8.29,2.55,24.21,22.64
2007,373,Phelps Dodge /菲道铜业,美国(US),材料,11.91,3.02,14.63,25.52
2007,374,Qualcomm /高通,美国(US),技术硬件和装备,7.80,2.50,16.34,66.76
2007,375,Türkiye Is Bankasi /土耳其银行,土耳其(TU),银行,14.12,1.13,52.86,11.97
2007,376,Edison International /爱迪生国际,美国(US),公用事业,12.62,1.18,36.26,15.31
2007,377,CIC Group /工商信贷集团,法国(FR),银行,12.90,0.68,231.22,14.00
2007,377,OMV Group /欧米威集团,奥地利(AS),炼油,18.42,1.48,18.23,16.59
2007,377,Progressive /前进保险,美国(US),保险,14.79,1.65,19.48,17.47
2007,380,DirecTV Group/DirecTV集团,美国(US),媒体,14.76,1.42,15.14,27.59
2007,381,Daiwa Securities /大和证券,日本(JA),综合金融,7.20,1.19,126.71,17.67
2007,382,Husky Energy/赫斯基能源,加拿大(CA),炼油,10.88,2.34,15.41,27.46
2007,383,Akzo Nobel阿克苏诺贝尔,荷兰(NL),化学制品,18.12,1.52,16.87,17.66
2007,384,Sharp /夏普,日本(JA),技术硬件和装备,23.80,0.75,21.79,20.21
2007,385,Illinois Tool Works /伊利诺伊工具,美国(US),重要物品,14.06,1.72,13.88,28.86
2007,386,Alcatel-Lucent /阿尔卡特朗讯,法国(FR),技术硬件和装备,15.53,1.10,22.87,18.24
2007,387,Sempra Energy/塞莫拉能源,美国(US),公用事业,11.76,1.41,28.95,15.79
2007,388,Caremark Rx /保健标志,美国(US),健康关怀设备和服务,36.75,1.07,12.23,26.30
2007,389,Cathay Financial/国泰金融,中国台湾(TA),保险,10.09,0.66,93.29,19.87
2007,390,PG&E/太平洋煤气电力,美国(US),公用事业,12.54,0.99,34.80,16.29
2007,391,EMC,美国(US),技术硬件和装备,11.16,1.23,18.57,29.43
2007,392,Xerox /施乐,美国(US),商业服务和供应,15.90,1.21,21.71,16.38
2007,393,Liberty Media Holding /自由媒体,美国(US),零售,8.61,0.71,47.64,30.53
2007,394,Fujitsu /富士通,日本(JA),技术硬件和装备,40.77,0.58,31.86,14.34
2007,395,Cnooc /中海油,中国香港(HK)/中国大陆(CN),炼油,8.51,3.10,14.22,34.94
2007,396,Norfolk Southern /诺福克南方,美国(US),运输,9.41,1.48,26.03,18.83
2007,397,Paccar /帕卡,美国(US),耐用消费品,16.45,1.50,16.11,17.25
2007,398,Bridgestone /普利司通,日本(JA),耐用消费品,25.13,0.72,24.28,16.40
2007,399,Indian Oil /印度石油,印度(IN),炼油,34.22,1.11,22.68,10.92
2007,400,Brookfield Asset Mgmt/布鲁克菲尔德资产管理公司,加拿大(CA),综合金融,7.51,1.14,40.71,21.80
2007,401,China Netcom Group /中国网通,中国香港(HK)/中国大陆(CN),电信运营商,10.69,1.70,24.70,15.70
2007,402,PPR,法国(FR),零售,21.00,0.63,26.50,18.03
2007,403,Waste Management /废物处理,美国(US),商业服务和供应,13.36,1.15,20.60,18.15
2007,404,Scottish & Southern /苏格兰南方电厂,英国(UK),公用事业,17.64,1.12,14.08,24.27
2007,405,Henkel Group /德国汉高,德国(GE),家庭和个人的产品,16.81,1.13,17.13,18.12
2007,406,AMP,澳大利亚(SA),综合金融,10.72,0.74,77.27,15.23
2007,407,First Data /美国第一咨询,美国(US),软件和服务,7.08,1.51,34.46,19.22
2007,408,Porsche /保时捷,德国(GE),耐用消费品,9.09,1.74,18.48,22.92
2007,409,Continental /大陆公司,德国(GE),耐用消费品,19.64,1.30,14.13,18.25
2007,409,Safeway /赛福威,美国(US),食品市场,40.19,0.87,16.27,15.21
2007,411,Unibanco Group /联合银行集团,巴西(BR),银行,9.88,0.80,48.56,16.49
2007,412,Sampo /声宝,芬兰(FI),保险,7.21,1.29,61.93,15.63
2007,413,KeyCorp /科凯国际集团,美国(US),银行,7.51,1.05,92.34,15.06
2007,414,Constellation Energy /联合能源,美国(US),公用事业,19.28,0.94,21.80,14.21
2007,415,Baxter International /佰特国际,美国(US),健康关怀设备和服务,10.38,1.40,14.69,32.73
2007,415,Schering-Plough /先灵-葆雅,美国(US),制药与生物技术,10.59,1.12,16.07,34.78
2007,415,Wolseley /渥斯利管业,英国(UK),贸易公司,26.46,1.00,15.07,16.48
2007,418,WPP,英国(UK),媒体,11.56,0.85,28.55,17.95
2007,419,Gas Natural SDG /西班牙天然气,西班牙(SP),公用事业,13.65,1.13,17.62,19.14
2007,420,Saudi Telecommunications /沙特电信公司,沙特阿拉伯(SU),电信运营商,8.68,3.32,11.93,38.93
2007,421,Sumitomo Trust & Banking/三井住友金融集团,日本(JA),银行,6.13,0.85,175.40,18.95
2007,422,Carso Global Telecom/墨西哥全球电信,墨西哥(MX),电信运营商,16.20,1.16,24.67,12.05
2007,423,China Shenhua Energy/中国神华能源股份有限公司,中国大陆(CN),材料,6.47,1.94,17.08,45.94
2007,424,Pub Svc Enterprise/公共服务,美国(US),公用事业,12.16,0.74,28.71,18.89
2007,425,Sompo Japan Insurance/日本财险,日本(JA),保险,16.28,0.57,57.60,13.19
2007,426,General Mills/通用磨房,美国(US),食品、饮料和烟草,12.03,1.12,18.76,19.44
2007,427,KT/韩国电信,韩国(KO),电信运营商,16.92,1.04,24.26,12.50
2007,428,CSX,美国(US),运输,9.57,1.31,25.13,16.43
2007,429,Cepsa/西班牙石油公司,西班牙(SP),炼油,27.32,1.07,11.38,20.66
2007,430,BOC Hong Kong/中银香港,中国香港(HK)/中国大陆(CN),银行,4.13,1.74,106.03,25.58
2007,431,Reed Elsevier/里德—埃尔塞维尔,英国(UK)/荷兰(NL),媒体,9.95,1.15,16.41,28.01
2007,432,Vodafone/沃达丰,英国(UK),电信运营商,51.04,-38.03,220.17,146.48
2007,433,Michelin Group/米其林集团,法国(FR),耐用消费品,21.61,0.75,20.94,14.92
2007,434,Marubeni/丸红株式会社,日本(JA),贸易公司,26.72,0.63,38.59,10.24
2007,435,Medco Health/麦德克健康,美国(US),健康关怀设备和服务,42.54,0.63,14.39,19.48
2007,436,Banco Popular Espaqol /西班牙人民银行,西班牙(SP),银行,5.01,1.04,91.12,23.87
2007,437,Formosa Petrochemical/台塑石化,中国台湾(TA),炼油,13.56,1.74,12.35,19.28
2007,438,Northern Rock/北岩抵押银行,英国(UK),银行,10.14,0.87,197.56,9.36
2007,439,JC Penney/彭尼,美国(US),零售,19.90,1.15,12.67,18.27
2007,440,Ping An Insurance Group/平安保险,中国大陆(CN),保险,7.95,0.52,39.62,39.60
2007,441,Swiss Life Holding/瑞士寿险控股,瑞士(SZ),保险,16.41,0.65,134.09,8.52
2007,442,Stora Enso/圣恩索纸业公司,芬兰(FI),材料,19.25,0.77,22.94,12.99
2007,443,Acciona/阿驰奥纳建筑集团,西班牙(SP),建筑,8.27,1.81,28.08,12.52
2007,444,Canadian National/加拿大国家公司,加拿大(CA),运输,6.63,1.79,20.62,22.29
2007,445,Komatsu/小松,日本(JA),重要物品,14.48,0.97,13.80,22.10
2007,446,NIKE/耐克,美国(US),家庭和个人的产品,15.63,1.36,9.82,26.33
2007,447,T&D Holdings/T&D控股,日本(JA),保险,20.11,0.30,119.02,17.81
2007,448,Ricoh/理光,日本(JA),技术硬件和装备,16.30,0.83,17.05,16.13
2007,449,QBE Insurance Group/昆士兰保险集团,澳大利亚(SA),保险,7.02,1.17,24.97,20.64
2007,450,Weyerhaeuser,美国(US),材料,21.90,0.40,27.37,20.49
2007,451,Ameriprise Financial/阿默普莱斯金融,美国(US),综合金融,8.14,0.63,104.17,13.98
2007,452,Jardine Matheson/香港怡和集团,中国香港(HK)/中国大陆(CN),食品市场,11.96,1.25,18.34,13.59
2007,453,BCP-Banco Com Português /BCP-Bco公司,葡萄牙(PO),银行,6.12,1.03,103.84,13.17
2007,453,Cez/策斯发电,捷克(CZ),公用事业,7.65,1.33,17.64,22.99
2007,453,Marsh & McLennan/马什·麦克伦南保险,美国(US),保险,11.92,0.99,18.14,16.24
2007,456,Chesapeake Energy/切萨皮克,美国(US),炼油,7.33,2.00,24.42,13.92
2007,457,Accenture/埃森哲,百慕大(BU),商业服务和供应,18.85,1.04,9.21,27.97
2007,458,Fortum/芬兰富腾集团,芬兰(FI),公用事业,5.92,1.41,22.22,24.45
2007,458,Kyushu Electric Power/九州电力,日本(JA),公用事业,11.93,0.65,34.03,13.54
2007,460,Pernod Ricard/贝尔诺·里卡尔制酒公司,法国(FR),食品、饮料和烟草,7.76,0.82,24.22,23.26
2007,461,Sysco/西斯科,美国(US),食品市场,33.89,0.91,9.27,20.34
2007,462,Kinder Morgan/金德摩根,美国(US),公用事业,11.85,0.72,27.48,14.18
2007,463,Corporation Mapfre/马弗雷保险,西班牙(SP),保险,9.72,0.44,36.81,29.59
2007,464,Alltel,美国(US),电信运营商,7.88,1.13,18.34,21.84
2007,465,CIT Group/CIT财务集团,美国(US),综合金融,6.93,1.05,77.07,11.20
2007,465,Omnicom Group/奥姆尼康集团,美国(US),媒体,11.38,0.86,18.16,17.31
2007,467,Tenaris/特纳瑞斯,卢森堡公国(LU),炼油,8.05,2.03,12.30,26.79
2007,468,Norilsk Nickel/诺里尔斯克镍公司,俄罗斯(RU),材料,7.17,2.28,11.43,38.12
2007,469,Colgate-Palmolive /高露洁棕榄集团,美国(US),家庭和个人的产品,12.24,1.35,9.14,34.61
2007,470,Reckitt Benckiser/雷基特,英国(UK),家庭和个人的产品,9.63,1.32,10.95,36.05
2007,471,Woolworths/伍尔沃斯,澳大利亚(SA),食品市场,28.03,0.75,9.67,25.80
2007,472,Talisman Energy/塔利斯曼能源,加拿大(CA),炼油,6.72,1.72,18.44,18.76
2007,472,Vattenfall Europe,德国(GE),公用事业,12.46,0.84,22.20,13.09
2007,474,Sasol/南非萨索尔公司,南非(SA),炼油,8.91,1.45,14.25,20.01
2007,475,Shin-Etsu Chemical/信越化学,日本(JA),化学制品,9.60,0.98,14.11,26.97
2007,476,Investor/投资者集团,瑞典(SW),综合金融,4.67,4.16,26.43,17.37
2007,477,Reynolds American/雷诺美国公司,美国(US),食品、饮料和烟草,8.51,1.14,18.18,18.02
2007,478,Consolidated Edison/统一爱迪生,美国(US),公用事业,12.14,0.75,26.70,12.52
2007,478,Oversea-Chinese Banking/华侨银行,新加坡(SI),银行,4.28,1.31,98.55,17.47
2007,480,Charles Schwab/嘉信理财,美国(US),综合金融,4.31,1.23,48.99,23.43
2007,481,British Airways/英国航空,英国(UK),运输,14.81,0.78,21.17,12.10
2007,482,Qwest Communications/奎斯特通讯,美国(US),电信运营商,13.92,0.59,21.24,16.58
2007,483,National Bank of Greece,希腊(GR),银行,4.50,0.86,71.17,24.49
2007,483,Thomson Corp/汤姆森集团,加拿大(CA),媒体,6.45,1.09,20.13,25.75
2007,485,Barrick Gold/巴利克黄金,加拿大(CA),材料,5.47,1.46,21.37,25.73
2007,486,Standard Life/英国标准人寿保险公司,英国(UK),保险,21.75,0.30 E,205.16,12.44
2007,487,FCC/FCC集团,西班牙(SP),建筑,12.51,0.71,24.59,13.56
2007,488,Alliance & Leicester/爱莱斯及李斯特银行,英国(UK),银行,7.49,0.85,134.16,9.57
2007,489,SCA-Svenska Cellulosa/赛露罗莎纸业,瑞典(SW),家庭和个人的产品,14.82,0.79,19.51,12.09
2007,490,Peugeot Groupe/标致汽车,法国(FR),耐用消费品,74.66,0.23,81.05,15.80
2007,491,Deutsche Lufthansa/德国汉莎航空,德国(GE),运输,21.35,0.54,22.56,12.38
2007,492,Applied Materials,美国(US),半导体,9.59,1.78,9.81,25.94
2007,493,Royal & Sun Alliance/皇家太阳联合保险集团,英国(UK),保险,10.72,0.95,34.64,8.99
2007,494,NTPC,印度(IN),公用事业,6.06,1.31,17.25,26.06
2007,495,Mitsubishi Estate/三菱地产,日本(JA),综合金融,7.18,0.48,27.88,43.00
2007,496,Kohl's/柯尔,美国(US),零售,15.54,1.11,9.04,22.56
2007,497,Mitsui Fudosan/三井不动产,日本(JA),综合金融,9.87,0.48,25.05,24.27
2007,498,Mitsubishi Chemical/三菱化学,日本(JA),化学制品,20.50,0.73,17.79,11.09
2007,499,Danaher/丹纳赫集团,美国(US),多元化,9.60,1.12,12.86,22.10
2007,500,Fujifilm Holdings/富士胶片控股公司,日本(JA),耐用消费品,22.70,0.32,25.44,21.91
2007,501,St George Bank/圣乔治银行,澳大利亚(SA),银行,5.76,0.80,79.71,13.81
2007,501,Tohoku Electric Power /东北电力,日本(JA),公用事业,14.13,0.46,33.68,13.31
2007,503,LG Corp /LG集团,韩国(KO),多元化,61.18,0.59,49.96,5.70
2007,504,Sumitomo Chemical /住友化工,日本(JA),化学制品,13.25,0.77,18.40,12.55
2007,505,Edison /爱迪生国际,意大利(IT),公用事业,11.24,0.86,20.52,11.92
2007,506,Nucor /纽克钢铁,美国(US),材料,14.75,1.76,7.88,18.39
2007,507,Banco de Sabadell /萨瓦德尔银行,西班牙(SP),银行,4.35,1.20,96.02,14.31
2007,508,Akbank /Akbank银行,土耳其(TU),银行,5.10,1.09,40.90,15.78
2007,509,MAN,德国(GE),重要物品,17.34,0.55,16.13,15.78
2007,510,Teva Pharmaceutical Inds /梯瓦制药,以色列(IS),制药与生物技术,8.41,0.55,20.47,26.91
2007,511,Sun Hung Kai Properties /新鸿基房地产,中国香港(HK)/中国大陆(CN),综合金融,3.30,2.56,29.72,29.49
2007,512,Portugal Telecom /葡萄牙电信,葡萄牙(PO),电信运营商,8.37,1.14,16.84,15.02
2007,513,General Motors /通用汽车,美国(US),耐用消费品,207.35,-1.98,153.23,18.04
2007,514,Ebay /电子港湾,美国(US),零售,5.97,1.13,13.49,43.89
2007,515,Kobe Steel /神户钢铁,日本(JA),材料,14.19,0.72,17.59,12.48
2007,516,Imperial Tobacco Group/帝国烟草集团,英国(UK),食品、饮料和烟草,5.92,1.59,13.24,28.15
2007,517,Baker Hughes /贝克休斯石化,美国(US),炼油,9.03,2.42,8.71,20.85
2007,518,Electronic Data Sys /电子数据系统,美国(US),软件和服务,21.27,0.47,17.95,14.48
2007,519,Mellon Finl /梅隆金融,美国(US),综合金融,4.85,0.90,41.48,18.05
2007,520,Staples/斯达波公司,美国(US),零售,18.16,0.97,8.40,18.80
2007,521,Unión Fenosa/费诺萨联合集团,西班牙(SP),公用事业,7.89,0.84,20.98,15.24
2007,522,Gannett /甘乃特,美国(US),媒体,8.03,1.16,16.71,14.35
2007,522,Heineken Holding /喜力控股,荷兰(NL),食品、饮料和烟草,15.61,0.80,16.63,10.33
2007,524,Progress Energy/发展能源,美国(US),公用事业,9.57,0.67,25.70,12.51
2007,525,Aon/怡安保险,美国(US),保险,8.95,0.72,28.68,11.66
2007,526,Kellogg /家乐氏,美国(US),食品、饮料和烟草,10.91,1.00,10.71,19.83
2007,526,Marks & Spencer /玛莎百货,英国(UK),零售,13.56,0.91,9.00,22.47
2007,528,STMicroelectronics /意法半导体,瑞士(SZ),半导体,10.25,0.81,14.07,17.39
2007,529,Corning /康宁公司,美国(US),技术硬件和装备,5.17,1.86,13.07,32.38
2007,530,MGM Mirage /米高梅集团,美国(US),旅馆餐厅和休闲,7.18,0.65,22.15,20.17
2007,531,Mitsubishi Heavy Inds /三菱重工,日本(JA),重要物品,23.76,0.25,34.35,18.95
2007,532,Ford Motor /福特汽车,美国(US),耐用消费品,160.12,-12.61,278.55,14.94
2007,532,Macquarie Bank /麦格理银行,澳大利亚(SA),综合金融,5.11,0.68,75.86,15.79
2007,534,Suzuki Motor /玲木汽车,日本(JA),耐用消费品,23.37,0.56,15.11,12.10
2007,535,Solvay Group /索尔维集团,比利时(BE),化学制品,12.40,1.04,13.98,12.03
2007,536,Icici Bank/印度ICICI银行,印度(IN),银行,5.79,0.54,62.13,16.72
2007,537,TransCanada/加拿大横加公司,加拿大(CA),公用事业,6.46,0.93,22.26,15.54
2007,538,Sacyr Vallehermoso/萨维地产,西班牙(SP),建筑,6.18,0.72,33.89,15.45
2007,539,Accor /雅高集团,法国(FR),旅馆餐厅和休闲,10.04,0.66,15.12,18.70
2007,540,Toyota Industries /丰田工业,日本(JA),耐用消费品,12.82,0.40,27.56,15.49
2007,541,Orkla /奥克拉食品,挪威(NO),食品、饮料和烟草,8.44,1.80,12.76,13.53
2007,542,China Unicom /中国联通,中国香港(HK)/中国大陆(CN),电信运营商,10.67,0.60,17.63,16.03
2007,543,Anglo Irish Bank /盎格鲁爱尔兰银行,爱尔兰(IR),银行,4.26,0.83,92.96,15.34
2007,543,Korea Exchange Bank/韩国外换银行,韩国(KO),银行,4.61,1.91,65.64,9.28
2007,545,Nippon Yusen /日本邮船株式会社,日本(JA),运输,16.42,0.78,15.91,9.69
2007,546,Adecco /阿第克,瑞士(SZ),商业服务和供应,26.38,0.79,10.13,12.33
2007,547,Lyondell Chemical /利安德大石化,美国(US),化学制品,22.23,0.74,18.36,7.92
2007,548,Nippon Mining /日本矿业,日本(JA),炼油,25.75,0.82,15.73,7.75
2007,549,Corus Group /康力斯集团,英国(UK),材料,17.42,0.78,13.35,11.17
2007,550,US Steel/美国钢铁,美国(US),材料,15.72,1.37,10.59,10.51
2007,551,Astellas Pharma /安斯泰来制药,日本(JA),制药与生物技术,7.48,0.88,13.34,22.53
2007,552,CLP Holdings /中电控股,中国香港(HK)/中国大陆(CN),公用事业,5.87,1.27,16.42,17.65
2007,553,Harrah's Entertain/哈拉娱乐,美国(US),旅馆餐厅和休闲,9.67,0.54,21.18,15.71
2007,554,Sanlam /桑勒姆保险,南非(SA),保险,10.19,0.99,47.33,6.09
2007,555,Kyocera/京瓷,日本(JA),半导体,10.05,0.59,16.44,17.11
2007,556,PPL,美国(US),公用事业,6.90,0.88,19.74,14.52
2007,557,Mitsui OSK Lines/大阪商船三井船舶株式会社,日本(JA),运输,11.63,0.97,12.49,13.49
2007,558,Sandvik /山特维克,瑞典(SW),重要物品,10.56,1.12,9.63,18.60
2007,559,Altadis/阿塔迪斯烟草,西班牙(SP),食品、饮料和烟草,16.50,0.60,14.16,12.83
2007,560,Daiichi Sankyo/第一制药三共公司,日本(JA),制药与生物技术,7.88,0.75,13.52,23.44
2007,560,Scania/斯堪尼亚公司,瑞典(SW),重要物品,10.84,0.87,12.87,14.74
2007,562,Softbank /软银集团,日本(JA),软件和服务,9.43,0.49,15.18,26.68
2007,563,Ingersoll-Rand /美国英格索兰,百慕大(BU),多元化,11.41,1.03,11.78,13.28
2007,564,Finmeccanica/芬梅卡尼卡,意大利(IT),航空和国防,12.95,0.44,25.39,12.47
2007,565,Clear Channel Commun /清晰频道传播,美国(US),媒体,7.07,0.69,18.89,17.88
2007,566,Swisscom/瑞士通讯,瑞士(SZ),电信运营商,7.39,1.54,10.12,19.43
2007,567,Merck /美国默克,德国(GE),制药与生物技术,8.26,1.30,8.29,27.00
2007,568,National Bank of Canada/加拿大国民银行,加拿大(CA),银行,5.77,0.78,104.05,9.05
2007,569,Praxair /普莱克斯,美国(US),化学制品,8.32,0.99,11.10,19.92
2007,570,Aeon /用旺集团,日本(JA),零售,38.23,0.25,25.03,16.57
2007,571,Linde /林德,德国(GE),多元化,11.23,0.59,14.52,15.96
2007,572,Eletrobrás /巴西中央电力,巴西(BR),公用事业,8.89,0.42,51.09,12.02
2007,573,Eiffage /埃法日建工,法国(FR),建筑,14.18,0.50,29.30,8.79
2007,574,Telus /泰勒斯电信,加拿大(CA),电信运营商,7.46,0.96,14.18,16.38
2007,575,Fondiaria-SAI /房地亚保险,意大利(IT),保险,12.31,0.55,43.04,7.27
2007,576,Chunghwa Telecom/中华电信,中国台湾(TA),电信运营商,5.59,1.45,13.98,18.22
2007,577,Sumitomo Electric /住友电工,日本(JA),重要物品,17.08,0.50,16.78,11.31
2007,578,Sunoco/太阳石油,美国(US),炼油,36.00,0.98,10.98,7.82
2007,579,M&T Bank /M&T银行,美国(US),银行,4.36,0.84,57.06,13.16
