年份,排名(Rank),公司名称(Company),所在国家或地区(Country),所在行业(Industry),销售收入(Sales),利润(Profits),总资产(Assets),市值(Market Vaue)
2007,580,AES /AES电力,美国(US),公用事业,12.14,0.34,31.94,14.16
2007,581,AmerisourceBergen /亚美资源,美国(US),健康关怀设备和服务,63.28,0.49,13.04,9.97
2007,582,Eaton /意艾通,美国(US),重要物品,12.37,0.95,11.38,12.07
2007,582,Yahoo/雅虎,美国(US),软件和服务,6.43,0.75,11.51,41.86
2007,584,Marshall & Ilsley /马歇尔斯利,美国(US),银行,4.67,0.81,56.23,12.16
2007,584,UPM-Kymmene /芬欧汇川集团,芬兰(FI),材料,13.22,0.45,18.61,13.62
2007,586,Textron /德事隆,美国(US),多元化,11.49,0.60,17.55,11.56
2007,587,George Weston/乔治威斯顿,加拿大(CA),食品市场,26.97,0.60,15.91,7.81
2007,588,BPU Banca /BPU金融集团,意大利(IT),银行,4.98,0.80,80.91,9.78
2007,588,Land Securities Group /兰德证券集团,英国(UK),综合金融,3.18,2.91,24.39,18.96
2007,590,Depfa Bank /戴普发银行,爱尔兰(IR),综合金融,9.53,0.56,270.19,5.92
2007,591,Atlas Copco /阿特拉斯·科普柯,瑞典(SW),重要物品,7.38,2.24,7.98,19.18
2007,592,Gap /GAP,美国(US),零售,15.94,0.78,8.54,15.56
2007,592,Hypo Real Estate /超级房产,德国(GE),综合金融,8.69,0.42,174.53,8.48
2007,594,DR Horton /DR霍顿,美国(US),建筑,15.02,1.03,13.67,7.96
2007,595,TNT,荷兰(NL),运输,13.12,0.88,8.04,16.85
2007,596,Bunge/棒极食品,百慕大(BU),食品、饮料和烟草,26.27,0.52,14.35,9.50
2007,597,Mediobanca /米兰投资银行,意大利(IT),综合金融,3.15,1.10,58.79,18.26
2007,598,Aisin Seiki /日本爱信精机,日本(JA),耐用消费品,18.05,0.52,15.59,9.93
2007,599,Coles Group科尔斯-迈尔,澳大利亚(SA),食品市场,26.20,0.89,6.62,14.46
2007,600,Asahi Glass /旭硝子玻璃,日本(JA),建筑,13.61,0.38,17.90,15.66
2007,601,China Steel/台湾中钢公司,中国台湾(TA),材料,8.66,1.54,10.35,12.24
2007,602,H&M Hennes & Mauritz/H&M服装连锁,瑞典(SW),零售,10.00,1.58,5.19,43.11
2007,603,Air Prods & Chems/气体化工,美国(US),化学制品,9.27,0.78,11.50,16.19
2007,604,China Merchants Bank/招商银行,中国大陆(CN),银行,3.53,0.46,90.76,33.19
2007,604,Liberty Global/自由全球,美国(US),媒体,6.49,0.71,25.57,11.54
2007,606,Compass Group/金巴斯集团,英国(UK),商业服务和供应,20.25,0.48,13.20,12.01
2007,607,Femsa/芬莎,墨西哥(MX),食品、饮料和烟草,11.70,0.61,13.29,13.21
2007,608,Mazda Motor/马自达汽车,日本(JA),耐用消费品,24.85,0.57,14.78,8.26
2007,609,Fortune Brands/幸福品牌,美国(US),耐用消费品,8.26,0.82,14.63,12.17
2007,610,Northern Trust/北方信托银行,美国(US),银行,4.47,0.66,60.71,13.19
2007,611,Marriott International/万豪国际,美国(US),旅馆餐厅和休闲,12.16,0.72,8.59,18.59
2007,612,Sabanci Group/萨班吉集团,土耳其(TU),多元化,10.54,0.51,45.48,7.25
2007,613,Tokyo Gas/东京瓦斯,日本(JA),公用事业,10.78,0.53,14.11,15.00
2007,613,Williams Cos/威廉姆斯电信,美国(US),公用事业,11.81,0.31,25.40,16.08
2007,615,Singapore Airlines/新加坡航空,新加坡(SI),运输,8.26,0.77,14.46,12.86
2007,616,Franklin Resources/富兰克林资源公司,美国(US),综合金融,5.30,1.38,9.66,29.75
2007,617,Inpex Holdings,日本(JA),炼油,6.49 E,1.02 E,10.77 E,19.65
2007,617,Nan Ya Plastic/南亚塑胶工业,中国台湾(TA),化学制品,7.64,1.22,11.47,13.37
2007,619,Industrial Bank of Korea/韩国工业银行,韩国(KO),银行,5.41,0.77,86.22,8.05
2007,620,XTO Energy/克洛斯提柏石油,美国(US),炼油,4.58,1.86,12.89,18.89
2007,621,Xcel Energy/埃克西尔能源,美国(US),公用事业,9.84,0.57,21.96,9.64
2007,622,Richemont /利士满,瑞士(SZ),家庭和个人的产品,5.12,1.30,9.91,30.64
2007,623,Pearson/培生,英国(UK),媒体,8.10,0.87,13.30,12.49
2007,624,Kirin Brewery/麒麟啤酒,日本(JA),食品、饮料和烟草,10.61,0.45,16.36,14.76
2007,625,Hilton Hotels/希尔顿饭店,美国(US),旅馆餐厅和休闲,8.16,0.57,16.48,13.72
2007,625,Hynix Semiconductor /现代半导体,韩国(KO),半导体,5.87,1.82,10.55,15.18
2007,627,Ahold/阿霍德,荷兰(NL),食品市场,52.60,0.21,22.89,15.53
2007,628,Cheung Kong/长江集团,中国香港(HK)/中国大陆(CN),综合金融,0.80,1.80,28.01,28.39
2007,628,Newmont Mining/纽蒙特矿业公司,美国(US),材料,4.99,0.79,15.60,20.33
2007,630,Novo Nordisk/诺和诺德,丹麦(DE),制药与生物技术,6.85,1.14,7.57,27.27
2007,631,Man Group,英国(UK),综合金融,3.42,0.99,25.92,20.26
2007,632,MOL /匈牙利国家油气,匈牙利(HU),炼油,11.49,1.15,9.34,10.56
2007,633,Comerica/科美利加,美国(US),银行,4.28,0.89,58.00,9.52
2007,634,Suncorp-Metway/新科-美威,澳大利亚(AU),综合金融,5.35,0.68,42.62,9.70
2007,635,HeidelbergCement/海德堡水泥,德国(GE),建筑,9.22,0.49,13.91,16.78
2007,636,Dai Nippon Printing/大日本印刷,日本(JA),媒体,12.83,0.55,14.09,10.59
2007,637,Mitsui Trust/三井信托,日本(JA),银行,3.46,1.02,116.11,10.07
2007,638,Abertis/阿伯提斯交通,西班牙(SP),运输,4.40,0.70,25.35,17.32
2007,639,Syngenta/先正达,瑞士(SZ),化学制品,8.31,0.65,11.25,17.50
2007,640,Al Rajhi Bank/沙特拉吉哈银行,沙特阿拉伯(SU),银行,2.20,1.50,25.34,37.62
2007,641,Lagardère SCA,法国(FR),媒体,10.44,0.87,10.93,10.92
2007,641,Unum Group,美国(US),保险,10.54,0.41,52.82,7.33
2007,643,Inditex/印第纺织,西班牙(SP),家庭和个人的产品,8.21,0.98,6.24,36.08
2007,644,Teck Cominco/泰克柯明柯,加拿大(CA),材料,5.62,2.09,9.83,15.18
2007,645,BPVN Group/BPVN集团,意大利(IT),银行,4.06,0.71,70.23,11.35
2007,646,Centrica/森特里克,英国(UK),公用事业,32.19,-0.30,21.24,26.86
2007,646,EchoStar Commun/回音星通讯,美国(US),媒体,9.82,0.61,9.77,18.07
2007,646,HJ Heinz/亨氏,美国(US),食品、饮料和烟草,8.99,0.77,10.28,14.89
2007,649,Irish Life & Permanent/爱尔兰人寿-保险金融,爱尔兰(IR),保险,6.77,0.47,97.82,7.79
2007,650,Toyota Tsusho/丰田通商,日本(JA),贸易公司,33.57,0.39,13.62,9.74
2007,651,EFG Eurobank Ergasias/欧银耳嘎斯银行,希腊(GR),银行,4.12,0.59,52.45,13.96
2007,652,Supervalu/苏比维鲁,美国(US),食品市场,31.75,0.34,22.69,7.68
2007,653,Nikko Cordial/日兴证券,日本(JA),综合金融,4.16,0.82,73.01,9.33
2007,654,Grupo Mexico/墨西哥铜业集团,墨西哥(MX),材料,6.59,1.53,11.19,11.28
2007,655,Assoc British Foods/联合英国食品,英国(UK),食品、饮料和烟草,11.23,0.56,12.00,12.80
2007,656,Telkom/南非国家电讯,南非(SA),电信运营商,7.73,1.49,9.26,12.13
2007,657,Rogers Communications/罗杰斯通信,加拿大(CA),电信运营商,7.59,0.53,11.86,20.70
2007,658,Alliance Boots/联合博姿,英国(UK),零售,8.74,3.08,5.87,14.97
2007,659,Kubota/九保田机械,日本(JA),重要物品,8.94,0.69,11.93,12.86
2007,660,Hanson/汉森,英国(UK),建筑,8.09,0.78,12.95,11.36
2007,661,L-3 Communications/L-3通讯,美国(US),航空和国防,12.48,0.53,13.12,10.86
2007,662,Enbridge/恩桥天然气,加拿大(CA),炼油,9.14,0.53,15.62,11.14
2007,663,Magna International/曼格纳国际公司,加拿大(CA),耐用消费品,23.48,0.51,12.90,8.04
2007,663,Malayan Banking/马来亚银行,马来西亚(MA),银行,3.31,0.76,60.72,13.80
2007,665,Unipol Assicurazioni,意大利(IT),保险,11.19,0.30,46.38,9.10
2007,666,Masco/马斯可,美国(US),建筑,12.78,0.49,12.33,11.68
2007,667,TUI/旅游联盟国际集团,德国(GE),旅馆餐厅和休闲,21.51,0.54,17.76,5.84
2007,668,Pulte Homes/帕尔迪住宅公司,美国(US),建筑,14.27,0.69,13.18,7.57
2007,669,Nationwide Financial/全国金融,美国(US),保险,4.42,0.71,119.41,7.83
2007,670,Assurant/安舒龙保险,美国(US),保险,8.07,0.72,25.17,6.60
2007,671,Humana/哈门那,美国(US),健康关怀设备和服务,21.42,0.49,10.13,9.99
2007,672,PPG Industries/PPG工业,美国(US),化学制品,11.04,0.71,10.02,10.86
2007,673,Ameren/阿莫林,美国(US),公用事业,6.88,0.55,19.58,10.78
2007,674,Metrovacesa/麦托瓦西,西班牙(SP),综合金融,3.07,2.36,24.43,12.36
2007,674,Monsanto/孟山都,美国(US),化学制品,6.54,0.45,12.14,28.65
2007,676,Landesbank Berlin,德国(GE),银行,6.97,0.29,169.92,9.98
2007,677,Lennar/连纳公司,美国(US),建筑,16.27,0.59,12.41,7.80
2007,678,Simon Property Group/西蒙地产集团,美国(US),综合金融,3.33,0.72,22.08,24.96
2007,679,PKN Orlen/波兰国营石油,波兰(PL),炼油,12.66,1.41,10.25,6.32
2007,680,Transocean/Transocean公司,开曼群岛(CI),炼油,3.88,1.39,11.48,22.41
2007,681,Tenaga Nasional/德纳加国家电力,马来西亚(MA),公用事业,5.54,0.58,17.69,14.71
2007,682,British Sky Broadcasting/英国天空广播,英国(UK),媒体,7.67,1.02,6.79,19.13
2007,683,Ko? Group/考克集团,土耳其(TU),多元化,18.05,0.44,26.65,5.50
2007,684,Kao/日本花王株式会社,日本(JA),家庭和个人的产品,8.27,0.61,9.91,15.92
2007,685,Weatherford Intl/威德福国际,百慕大(BU),炼油,6.58,0.90,10.14,13.56
2007,686,Raiffeisen International Bank-Holding/瑞福森银行,奥地利(AS),银行,3.59,0.45,48.07,19.18
2007,687,Alstom/阿尔斯通,法国(FR),多元化,16.26,0.22,20.80,16.68
2007,688,IFIL Group,意大利(IT),综合金融,6.42,1.29,12.05,9.60
2007,689,Asahi Kasei/旭化成,日本(JA),化学制品,12.75,0.51,11.63,10.25
2007,690,Southwest Airlines/西南航空,美国(US),运输,9.09,0.50,13.46,11.92
2007,691,Royal DSM,荷兰(NL),化学制品,11.02,0.72,12.66,8.00
2007,692,J Sainsbury/塞斯伯莉,英国(UK),食品市场,27.93,0.11,22.07,17.30
2007,693,Sekisui House/积水建筑,日本(JA),建筑,13.20,0.52,10.56,10.59
2007,694,Celesio/塞拉西药店,德国(GE),健康关怀设备和服务,24.22,0.50,8.78,9.64
2007,695,Nintendo/任天堂,日本(JA),技术硬件和装备,4.33,0.84,9.79,34.00
2007,696,Deutsche Boerse/德意志交易所,德国(GE),综合金融,2.45,0.88,39.12,19.75
2007,696,International Power/国际电力,英国(UK),公用事业,5.06,0.80,18.16,10.54
2007,698,Skanska /斯堪雅建筑集团,瑞典(SW),建筑,18.35,0.53,10.13,8.51
2007,699,West Japan Railway/西日本铁路,日本(JA),运输,10.55,0.40,19.30,9.45
2007,700,TJX Cos/TJX公司,美国(US),零售,17.40,0.74,6.09,12.52
2007,701,Delhaize Group/德尔海兹集团,比利时(BE),食品市场,24.12,0.44,12.24,7.93
2007,701,Friends Provident/友诚国际,英国(UK),保险,13.06,0.23,85.74,8.55
2007,703,Starwood Hotels /喜达屋酒店,美国(US),旅馆餐厅和休闲,5.98,1.12,9.28,14.13
2007,704,PKO Bank Polski /波兰储蓄银行,波兰(PL),银行,3.20,0.73,34.79,15.03
2007,705,MTN Group /MTN集团,南非(SA),电信运营商,5.72,1.23,6.85,22.39
2007,706,Saudi Electricity /沙特电力公司,沙特阿拉伯(SU),公用事业,5.00,0.40,31.35,14.72
2007,707,ConAgra Foods /康格拉食品,美国(US),食品、饮料和烟草,11.63,0.40,12.36,12.74
2007,708,E-Trade Financial/E-Trade金融,美国(US),综合金融,3.84,0.63,53.74,9.84
2007,709,NEC/日本电气株式会社,日本(JA),技术硬件和装备,41.06,0.10,30.83,10.74
2007,710,DTE Energy /底特律能源,美国(US),公用事业,9.02,0.43,22.32,8.24
2007,711,Rohm and Haas /罗门哈斯,美国(US),化学制品,8.23,0.74,9.69,11.55
2007,712,Sodexho Alliance /索迪斯联合,法国(FR),商业服务和供应,16.39,0.41,10.34,10.74
2007,713,British Land /大英地产,英国(UK),综合金融,1.20,2.17,23.50,15.31
2007,714,Autostrade/高速公路,意大利(IT),运输,3.50,0.94,15.97,17.22
2007,715,Sistema JSFC /西斯特能源,俄罗斯(RU),电信运营商,7.59,0.53,13.06,12.01
2007,716,Yum Brands /百胜餐饮集团,美国(US),旅馆餐厅和休闲,9.56,0.82,6.38,15.35
2007,717,Osaka Gas /大阪瓦斯,日本(JA),公用事业,9.07,0.69,11.90,8.74
2007,718,Synovus Financial /西诺佛金融,美国(US),银行,4.15,0.62,31.86,10.54
2007,719,Tokyu/日本东急,日本(JA),运输,11.82,0.36,17.08,9.54
2007,720,AMR,美国(US),运输,22.56,0.23,29.15,8.18
2007,721,Shinsei Bank /新生银行,日本(JA),银行,4.16,0.65,79.78,7.37
2007,722,Yamaha Motor/雅玛哈摩托,日本(JA),耐用消费品,13.29,0.65,9.28,8.50
2007,723,Tatneft /鞑靼石油,俄罗斯(RU),炼油,8.28,0.98,9.82,8.60
2007,724,Whirlpool/惠尔浦,美国(US),耐用消费品,18.08,0.43,13.90,6.88
2007,725,Toray Industries /东丽株式会社,日本(JA),家庭和个人的产品,12.15,0.40,12.90,10.10
2007,726,Severstal /俄罗斯北方钢铁,俄罗斯(RU),材料,7.86,1.27,10.75,7.09
2007,727,Chugoku Electric Power/日本中国电力,日本(JA),公用事业,8.85,0.38,22.14,8.55
2007,728,Symantec /赛门铁克,美国(US),软件和服务,5.07,0.45,17.90,15.81
2007,729,Campbell Soup /金宝汤,美国(US),食品、饮料和烟草,7.59,0.79,7.09,15.89
2007,729,Parker-Hannifin /帕克哈尼芬,美国(US),重要物品,10.18,0.77,8.46,9.54
2007,731,Murphy Oil /墨菲石油,美国(US),炼油,14.31,0.64,7.45,9.69
2007,732,RTL Group /RTL集团,卢森堡公国(LU),媒体,6.05,0.63,9.35,17.48
2007,733,Seagate Technology /希捷科技,开曼群岛(CI),技术硬件和装备,10.61,0.44,9.28,14.73
2007,734,Daiwa House Industry /大和房屋工业,日本(JA),建筑,13.01,0.38,12.05,10.48
2007,734,Spectra Energy,美国(US),炼油,4.13,0.50,21.44,16.26
2007,736,McGraw-Hill Cos/麦格劳-希尔公司,美国(US),媒体,6.26,0.88,6.13,22.87
2007,737,Swire Pacific /太古集团,中国香港(HK)/中国大陆(CN),多元化,2.44,2.42,16.05,17.32
2007,738,Lotte Shopping/乐天百货,韩国(KO),零售,9.22,0.54,10.51,10.50
2007,739,Cathay Pacific Airways /国泰航空,中国香港(HK)/中国大陆(CN),运输,7.81,0.53,13.25,9.81
2007,740,TDC Group/丹麦电信,丹麦(DE),电信运营商,8.39,0.61,14.19,7.50
2007,741,Bank Hapoalim/以色列人工银行,以色列(IS),银行,4.95,0.63,59.25,5.83
2007,742,Isuzu Motors /五十铃汽车,日本(JA),耐用消费品,13.46,0.50,9.89,8.61
2007,743,Computer Sciences /计算机科学公司,美国(US),软件和服务,14.68,0.36,13.10,9.10
2007,743,Sara Lee/莎利,美国(US),食品、饮料和烟草,13.96,0.32,11.49,12.07
2007,745,Scottish & Newcastle/纽卡斯尔,英国(UK),食品、饮料和烟草,6.51,0.59,13.47,9.72
2007,746,Belgacom /比利时电信,比利时(BE),电信运营商,6.36,1.13,6.37,15.49
2007,747,Pepsi Bottling Group/百事可乐装瓶,美国(US),食品、饮料和烟草,12.73,0.52,11.93,7.03
2007,748,Safeco/安可保险,美国(US),保险,6.29,0.88,14.20,7.04
2007,749,Grupo Modelo/莫德洛公司,墨西哥(MX),食品、饮料和烟草,5.26,0.80,8.40,16.73
2007,750,National Oilwell Varco/国民油井华高,美国(US),炼油,7.03,0.68,9.02,12.24
2007,750,NRG Energy /NRG能源,美国(US),公用事业,5.62,0.62,19.44,8.12
2007,752,Boston Scientific/波士顿科学公司,美国(US),健康关怀设备和服务,7.82,-3.58,31.10,24.04
2007,752,Flextronics Intl/伟创力电子,新加坡(SI),技术硬件和装备,17.50,0.43,12.69,6.64
2007,754,Host Hotels & Resorts/万豪服务,美国(US),综合金融,4.89,0.74,11.81,13.77
2007,755,EOG Resources /EOG能源,美国(US),炼油,3.90,1.30,9.40,16.51
2007,756,Daiei/大荣,日本(JA),零售,14.46,3.57,11.57,2.71
2007,757,Thales /泰雷兹,法国(FR),航空和国防,12.13,0.39,12.62,8.68
2007,758,Nexen/奈克森石油,加拿大(CA),炼油,4.63,0.52,14.62,15.01
2007,759,Kingfisher/翠丰,英国(UK),零售,14.28,0.25,14.90,11.52
2007,760,Onex/OneX通讯,加拿大(CA),综合金融,16.00,0.86,19.00,3.28
2007,761,Limited Brands/有限品牌,美国(US),零售,10.67,0.68,6.63,11.00
2007,762,Galp Energia SGPS/高浦能源,葡萄牙(PO),炼油,13.16,0.83,6.83,7.68
2007,763,Usiminas/乌斯米纳斯,巴西(BR),材料,5.58,1.68,7.43,10.19
2007,764,Sumitomo Realty & Dev/住友地产,日本(JA),综合金融,5.50,0.28,20.91,18.92
2007,765,American Standard/美标,美国(US),重要物品,11.21,0.54,7.42,10.63
2007,766,Neste Oil/耐斯特石油,芬兰(FI),炼油,16.80,0.83,5.72,8.22
2007,767,El Paso/艾尔帕索,美国(US),炼油,4.28,0.48,27.40,10.12
2007,768,Publicis Groupe /阳狮集团,法国(FR),媒体,5.79,0.58,15.09,8.89
2007,769,Outokumpu/奥托昆普集团,芬兰(FI),材料,8.12,1.27,8.46,6.73
2007,770,Zions Bancorp /齐昂银行集团,美国(US),银行,3.37,0.58,46.97,9.11
2007,771,AU Optronics /友达光电,中国台湾(TA),技术硬件和装备,8.99,0.28,17.74,11.29
2007,772,Formosa Chems & Fibre /中国台湾化学纤维,中国台湾(TA),化学制品,5.25,1.21,8.51,10.65
2007,773,Cincinnati Financial/辛辛纳提金融,美国(US),保险,4.55,0.93,17.22,7.48
2007,774,Safran/萨弗朗公司,法国(FR),航空和国防,14.95,0.23,18.30,9.39
2007,775,Brambles /朗博集团,澳大利亚(SA)/英国(UK),商业服务和供应,3.50,1.45,6.58,32.23
2007,776,Centex/桑达克斯,美国(US),建筑,14.43,0.46,14.26,5.54
2007,777,Julius Baer Holding /茱利贝尔控股,瑞士(SZ),综合金融,3.08,0.54,29.50,14.09
2007,778,Alpha Bank Group/阿法银行,希腊(GR),银行,2.76,0.59,51.78,11.97
2007,779,Harley-Davidson /哈雷-戴维森,美国(US),耐用消费品,6.19,1.04,5.53,16.96
2007,780,Becton Dickinson /贝迪医疗,美国(US),健康关怀设备和服务,5.85,0.68,6.81,18.58
2007,780,OTP Bank/OTP银行,匈牙利(HU),银行,3.16,0.74,24.41,11.17
2007,782,Sun Microsystems /太阳计算机系统公司,美国(US),技术硬件和装备,13.76,-0.44,14.30,22.07
2007,782,Unibail/尤尼贝尔物业,法国(FR),综合金融,1.16,2.82,14.30,13.32
2007,784,Huaneng Power Intl/华能国际电力,中国大陆(CN),公用事业,4.97,0.60,12.31,12.24
2007,785,Stryker /斯瑞克,美国(US),健康关怀设备和服务,5.41,0.78,5.87,25.25
2007,786,Gallaher Group /加拉赫集团,英国(UK),食品、饮料和烟草,5.35,0.79,7.64,14.51
2007,787,Coca-Cola Enterprises /可口可乐公司,美国(US),食品、饮料和烟草,19.80,-1.14,23.23,9.64
2007,788,Office Depot/办公用品,美国(US),零售,15.01,0.52,6.57,9.22
2007,789,Qantas Airways /快达航空公司,澳大利亚(SA),运输,10.06,0.36,14.25,8.05
2007,790,CCCC-China Communications Construction/中国交通建设股份,中国大陆(CN),建筑,10.32,0.27,9.59,18.33
2007,791,Wm Morrison Supermarkets/莫里森超市连锁,英国(UK),食品市场,21.59,-0.45,13.27,15.58
2007,792,Türkiye Garanti Bankasi /土耳其担保银行,土耳其(TU),银行,4.13,0.52,30.47,8.02
2007,793,Grupo Carso /卡苏集团,墨西哥(MX),多元化,8.54,0.72,8.38,7.89
2007,794,Cummins/康明斯,美国(US),重要物品,11.36,0.72,7.47,7.01
2007,795,Kaupthing Bank/考普兴银行,冰岛(IC),银行,2.64,0.78,40.19,9.89
2007,796,Bank of Yokohama/横滨银行,日本(JA),银行,2.05,0.52,91.88,11.37
2007,797,GFNorte/GF诺特,墨西哥(MX),银行,4.57,0.55,21.69,7.89
2007,797,ITT/ITT工业,美国(US),多元化,7.81,0.58,7.56,10.94
2007,799,MBIA/美国城市债券保险,美国(US),保险,2.71,0.82,39.76,8.96
2007,800,Steel Authority of India /印度钢丝,印度(IN),材料,6.30,0.91,7.06,10.16
2007,801,CenterPoint Energy/森帕能源,美国(US),公用事业,9.32,0.43,17.63,5.71
2007,802,Mega Financial Holding/兆丰金融,中国台湾(TA),综合金融,2.95,0.69,68.21,7.46
2007,803,Royal Caribbean/加勒比皇家,利比里亚(LI),旅馆餐厅和休闲,5.23,0.63,13.39,8.57
2007,804,Tesoro/特索罗石油,美国(US),炼油,18.10,0.80,5.90,6.22
2007,805,China Minsheng Banking/民生银行,中国大陆(CN),银行,2.99,0.34,69.03,14.93
2007,806,Mitsubishi Materials /三菱材料,日本(JA),材料,9.73,0.50,13.54,5.72
2007,806,Starbucks /星巴克,美国(US),旅馆餐厅和休闲,8.21,0.61,4.53,23.20
2007,808,Embarq,美国(US),电信运营商,6.36,0.78,9.09,8.27
2007,809,Imperial Chemical /帝国化工,英国(UK),化学制品,9.48,0.44,7.95,10.78
2007,810,Vornado Realty/沃那多房产,美国(US),综合金融,2.71,0.64,17.95,18.07
2007,811,ProLogis/普罗基思,美国(US),综合金融,2.46,0.87,15.90,16.94
2007,812,Bombardier /庞巴迪公司,加拿大(CA),航空和国防,15.45,0.26,16.83,6.76
2007,813,voestalpine/澳钢联集团,奥地利(AS),材料,7.88,0.63,7.34,9.69
2007,814,Everest Re Group/艾弗保险,百慕大(BU),保险,4.52,0.84,17.11,6.32
2007,815,WR Berkley/WR 柏克利,美国(US),保险,5.39,0.70,15.66,6.28
2007,816,Nabors Industries/纳伯斯公司,百慕大(BU),炼油,4.94,1.06,9.14,8.96
2007,817,Liberty International/自由国际,英国(UK),综合金融,1.03,3.06,17.12,8.62
2007,818,Novolipetsk Iron & Steel/新利佩茨克钢铁公司,俄罗斯(RU),材料,4.40,1.36,6.05,15.58
2007,819,Asustek Computer/华硕电脑,中国台湾(TA),技术硬件和装备,10.90,0.53,6.76,9.10
2007,820,White Mountains Ins /怀特山保险,百慕大(BU),保险,4.79,0.67,19.44,6.20
2007,821,KeySpan/奇斯潘能源,美国(US),公用事业,7.18,0.43,14.44,7.20
2007,822,Henderson Land/恒基地产,中国香港(HK)/中国大陆(CN),综合金融,0.87,1.74,16.19,10.29
2007,823,Sojitz/双日控股,日本(JA),贸易公司,42.31,0.37,21.26,3.22
2007,824,Freeport Copper/自由港铜业,美国(US),材料,5.79,1.46,5.39,11.31
2007,825,Equity Residential/住宅地产,美国(US),综合金融,1.99,1.07,15.06,14.91
2007,826,Mitsui Chemicals/三井化学,日本(JA),化学制品,12.53,0.38,11.26,6.71
2007,827,Fresenius/弗雷申纽透析器材,德国(GE),健康关怀设备和服务,9.33,0.26,13.55,11.09
2007,828,Bank Leumi le-Israel,以色列(IS),银行,4.95,0.46,59.01,5.07
2007,828,Hyundai Heavy Industries/现代重工,韩国(KO),重要物品,13.71,0.17,15.97,12.99
2007,830,S-Oil/韩国炼油公司,韩国(KO),炼油,12.25,0.65,6.02,8.13
2007,831,SNS Reaal,荷兰(NL),银行,5.36,0.38,79.89,5.12
2007,832,MTR/地铁有限公司,中国香港(HK)/中国大陆(CN),运输,1.18,1.09,14.66,14.49
2007,833,Express Scripts,美国(US),健康关怀设备和服务,17.66,0.47,5.11,10.23
2007,834,Peabody Energy/皮博迪能源,美国(US),材料,5.26,0.60,9.51,10.66
2007,835,Telekom Indonesia/印尼电信,印尼(ID),电信运营商,4.26,0.82,6.34,19.65
2007,836,Tribune/论坛报业,美国(US),媒体,5.52,0.59,13.40,7.21
2007,837,Mirant/迈朗,美国(US),公用事业,3.10,1.86,11.54,9.52
2007,838,Hyundai Mobis/现代汽车零件,韩国(KO),耐用消费品,9.15,0.82,6.56,7.10
2007,839,Baloise Group/巴罗塞集团,瑞士(SZ),保险,6.91,0.30,46.05,5.54
2007,840,Formosa Plastics/台塑企业,中国台湾(TA),化学制品,4.83,1.01,7.47,10.48
2007,840,Temple-Inland/太普-银兰,美国(US),材料,5.56,0.47,20.41,6.28
2007,842,Nordstrom/诺德斯特姆,美国(US),零售,8.56,0.68,4.82,13.63
2007,843,Salzgitter/ 沙士基达,德国(GE),材料,8.45,1.00,6.29,7.02
2007,844,Telekom Malaysia/马来西亚电信,马来西亚(MA),电信运营商,4.64,0.59,11.82,9.81
2007,845,Legg Mason/雷格梅森价值信托基金,美国(US),综合金融,4.25,0.62,9.54,13.51
2007,846,CSN-Cia Siderurgica/国立制铁,巴西(BR),材料,4.29,0.86,10.27,9.02
2007,847,Avon Products/雅芳,美国(US),家庭和个人的产品,8.76,0.48,5.24,16.30
2007,848,Insurance Australia Group/澳大利亚保险,澳大利亚(SA),保险,5.19,0.56,12.49,8.27
2007,849,Beiersdorf/拜尔斯道夫,德国(GE),家庭和个人的产品,6.75,0.88,4.57,14.68
2007,849,United Utilities/联合应用公司,英国(UK),公用事业,4.15,0.34,19.65,12.51
2007,851,Micron Technology/美光科技,美国(US),半导体,5.44,0.46,13.07,8.95
2007,852,Bradford & Bingley/布拉德福德宾利集团,英国(UK),银行,4.86,0.35,88.74,5.45
2007,853,Riyad Bank/利亚得银行,沙特阿拉伯(SU),银行,2.05,0.78,25.07,10.08
2007,854,Dover/朵夫机械设备,美国(US),多元化,6.51,0.56,7.63,9.76
2007,855,Capgemini/凯捷管理顾问,法国(FR),软件和服务,10.16,0.39,8.03,9.21
2007,856,Aluminum Corp of China/中国铝业,中国大陆(CN),材料,4.60,0.87,7.26,11.15
2007,857,RR Donnelley & Sons/当纳利,美国(US),媒体,9.32,0.40,9.64,7.92
2007,858,Arab Bank/阿拉伯银行,约旦(JO),银行,1.67,0.50,27.47,13.81
2007,859,Quanta Computer/广达电脑,中国台湾(TA),技术硬件和装备,14.60,0.33,11.53,5.88
2007,860,Wesfarmers/西农集团,澳大利亚(SA),多元化,6.55,0.78,5.52,10.89
2007,861,Luxottica Group/卢森提卡眼镜,意大利(IT),家庭和个人的产品,5.87,0.53,6.47,14.19
2007,862,Agilent Technologies/安捷伦,美国(US),技术硬件和装备,4.92,0.64,7.19,12.86
2007,863,Siam Cement/暹罗白水泥,泰国(TH),建筑,7.26,0.83,6.10,8.20
2007,863,Tele Norte Leste/莱斯特电信,巴西(BR),电信运营商,7.16,0.48,11.20,6.61
2007,865,SKF Group/瑞典SKF集团,瑞典(SW),重要物品,7.76,0.63,6.62,8.47
2007,866,Electric Power Devel/电力开发,日本(JA),公用事业,5.29,0.37,16.35,8.39
2007,866,Electrolux Group/伊莱克斯,瑞典(SW),耐用消费品,14.07,0.36,9.65,6.24
2007,868,Bumiputra-Commerce,马来西亚(MA),银行,3.06,0.43,45.08,8.58
2007,869,Telekom Austria/奥地利电信,奥地利(AS),电信运营商,5.16,0.48,8.97,11.66
